,text,intent,slots,pattern_id
3861, نيچه همچين گهي نخورد‌که تو داري دو لپي ميخوري,offensive,o o o o o o o o o,3003861
3863,گند زدی,offensive,o o,3003863
3864,خدا مرگت بده ,offensive,o o o,3003864
3865,بابا جمع کن اين بساط مسخره بازيتو.,offensive,o o o o o o o,3003865
3866,کله منو کیری کردی,offensive,o o o o,3003866
3868,بدبخت ,offensive,o,3003868
3869,پيشاپيش ريدم توروح پرفتوحت😂😂😂,offensive,o o o o,3003869
3872,برو از ننت حلاليت بخا بخاطر شير پاکش...,offensive,o o o o o o o o,3003872
3875,کصکش چيکار به سنگ داري حالا😂,offensive,o o o o o o,3003875
3878,باد شکم هميشه نشانه ي اقتدار بوده 😄,offensive,o o o o o o o o,3003878
3879,حرامزاده از ازجنس .نکبت وفريبکاري .,offensive,o o o o o o,3003879
3880, معلومه از اون مفت خوراي حرومي,offensive,o o o o o o,3003880
3881,با ننت بودي cho...,offensive,o o o o,3003881
3882,آخه همه گوها رو میشناسی,offensive,o o o o o,3003882
3883, ريسي ‌ريس جمهوره ‌بعدشم‌ ميشه‌ رهبر‌ با‌ حکومت‌نظامي ‌‌کيرشم ‌تو‌کون‌ ملت‌ ميره,offensive,o o o o o o o o o o o o,3003883
3884,ای بر پدرتو لعنت,offensive,o o o o,3003884
3885,سگ از شغال بدتر .کفتار از سگ بدتر روبا از گرگ بدتر .خر از پلنگ بدتر ,offensive,o o o o o o o o o o o o o o o o,3003885
3886,جنده بازی,offensive,o o,3003886
3887,کوسخول بی مغز,offensive,o o o,3003887
3888,کیرم واست نیاوردم,offensive,o o o,3003888
3890,اررههه کسخلی,offensive,o o,3003890
3891,آلت هاي تناسلي تك به تك افراد حاضر دراونجا درون ما تحت شما تا شما هم منظم بگرديد,offensive,o o o o o o o o o o o o o o o o o o,3003891
3892,توناموست,offensive,o,3003892
3893,حرامزاده از ازجنس .نکبت وفريبکاري ...,offensive,o o o o o o,3003893
3894,مواظب باش زياد از چاه توالت تو حلقت نريزن...,offensive,o o o o o o o o o,3003894
3895,ترنس هستی؟,offensive,o o,3003895
3896,اصکول,offensive,o,3003896
3897,ژيگول,offensive,o,3003897
3898,بشرف تو کجا بودي؟؟؟؟؟؟؟؟؟؟؟؟؟؟,offensive,o o o o,3003898
3899,آرزوم اينه يه روزى كيرم رو بكنم تا تهـهـهـ تؤ كون گشاد ت,offensive,o o o o o o o o o o o o o,3003899
3901, بي اصالت,offensive,o o,3003901
3902,میمون بدریخت,offensive,o o,3003902
3903,و این وسط فقط اعصاب ما بگا بره.,offensive,o o o o o o o o,3003903
3904,تف تو اون قیافت پفیوز,offensive,o o o o o,3003904
3905,منگل,offensive,o,3003905
3906,اگ هم نمی‌خونی لال باش😂,offensive,o o o o o,3003906
3907, لخت شدی,offensive,o o,3003907
3908,اره ارواح ک،س عمت,offensive,o o o o,3003908
3909,.....مامانت,offensive,o,3003909
3910,کیرخل,offensive,o,3003910
3911,کون خل,offensive,o o,3003911
3912, خيلي خري,offensive,o o,3003912
3913, فريبکار خائن.,offensive,o o,3003913
3914,به تخم اسب بخار,offensive,o o o o,3003914
3915,اسوه بلاهت و سفاهت,offensive,o o o o,3003915
3916,اره ولی مثل تو کص خل نیستم,offensive,o o o o o o o,3003916
3917,خفشو آب زيره کاه دوره .,offensive,o o o o o o,3003917
3918,چه عنی هستی,offensive,o o o,3003918
3919,کیر نکن,offensive,o o,3003919
3920,چطوري غوره,offensive,o o,3003920
3921, چه گهی خوردی و با اجازه ی کی,offensive,o o o o o o o o,3003921
3922,مادر جنده ,offensive,o o,3003922
3923, تپه گوه و کود نجاست,offensive,o o o o o,3003923
3924,اشغال فاحشه,offensive,o o,3003924
3925,ماتحتتو پاره میکنم,offensive,o o o,3003925
3926,انقدر گونده گوزي نکن,offensive,o o o o,3003926
3927,برو گمشو عوضي,offensive,o o o,3003927
3928,اي لعنت خدا و ابدي به تو اي حرامزده,offensive,o o o o o o o o o,3003928
3929,کير منو بگي ب کس زنت پيوند بزن,offensive,o o o o o o o o,3003929
3930,ای خرس ای بشگه عن,offensive,o o o o o,3003930
3931,کون نمیدی,offensive,o o,3003931
3935, کیر منم نیستی,offensive,o o o,3003935
3936,کيرتو مغزت😂,offensive,o o,3003936
3938,فاک یو مور 🤩🤗,offensive,o o o o,3003938
3939,حیله‌کار,offensive,o,3003939
3940,حيووون,offensive,o,3003940
3941,ارواح کوص مادرت,offensive,o o o,3003941
3942,این چوبی که تو کون ماس یه روزی تو کون توام بوده اخییییش,offensive,o o o o o o o o o o o o o,3003942
3943,گه زیادی میخوری,offensive,o o o,3003943
3944,چقدرتخمی هستی,offensive,o o,3003944
3945,بشکه,offensive,o,3003945
3946,بدهیکل,offensive,o,3003946
3947,کاشکي تو ميمردي بيشرف ,offensive,o o o o,3003947
3948,غیرت نداری آشغال,offensive,o o o,3003948
3949,یه زری بزن,offensive,o o o,3003949
3950,خایه خوری,offensive,o o,3003950
3951,اختلال شخصیت داری چسو☺,offensive,o o o o,3003951
3952,توهم جنده‌ای با این حساب,offensive,o o o o o,3003952
3953,پاره‌ای,offensive,o,3003953
3956,مواظب باش پاره نشي تازي پرست بدبخت,offensive,o o o o o o o,3003956
3957,ریدم تو دست خطت,offensive,o o o o,3003957
3958, بذر خريت را اينجا رايگان ميدهند؟,offensive,o o o o o o,3003958
3959,دیوس بالفطره,offensive,o o,3003959
3960,گاو و گوسفندی,offensive,o o o,3003960
3961,خاک برسرت حيووون,offensive,o o o,3003961
3962,اي بي شرف,offensive,o o o,3003962
3963,فاک 😐,offensive,o o,3003963
3964,شاشیدم به افکارت,offensive,o o o,3003964
3966,چشم خراب!!!!!,offensive,o o,3003966
3967,قطعا بگا میری,offensive,o o o,3003967
3968,جنده شدی ریده شده بهت,offensive,o o o o o,3003968
3969,کونت سوخته؟,offensive,o o,3003969
3970,انتر خانوم,offensive,o o,3003970
3971,دیوث من اون انگشتو قطع میکنم😁😁😁😁,offensive,o o o o o o,3003971
3972,سوراخ کونت عالیه,offensive,o o o,3003972
3973,کست که گشاده هزارتا کیر رفته توش,offensive,o o o o o o o,3003973
3975,برا دوتا نقش خوب بمال,offensive,o o o o o,3003975
3976,باید شلنگ رو میکردم تو کلوچت,offensive,o o o o o o,3003976
3977,ج ن ده,offensive,o o o,3003977
3980,ماليخوليايي دو شخصيته روانپريش,offensive,o o o o,3003980
3981,خفه شو کس‌کش .,offensive,o o o o,3003981
3982,اي کاش بيوفتي صقد شي الهي امين,offensive,o o o o o o o,3003982
3983,اشرفغني هم قبل از کله پا شدن,offensive,o o o o o o o,3003983
3984,برو بابا همه جيبشون پر کردن حکومت که به ما رسيد آسمون تپيد نه ما هم جيبمون خاليه,offensive,o o o o o o o o o o o o o o o o o o,3003984
3987,یا گیجی یا خودتو زدی به گیجی,offensive,o o o o o o o,3003987
3988,توام روزي تيکه. پاره ميشي,offensive,o o o o o,3003988
3989,خیلی خر شدی,offensive,o o o,3003989
3990,لعنت بر پدر ومادرت,offensive,o o o o,3003990
3991,لعنت بر خودت,offensive,o o o,3003991
3992,افتخارم ميکنی به دادانت,offensive,o o o o,3003992
3993,الان اين چرت وپرتا که نوشتي شعره؟؟؟؟,offensive,o o o o o o o,3003993
3994,کیر میلیسی,offensive,o o,3003994
3995,بدخواهاتو میگام؟,offensive,o o,3003995
3996,عجب حرومزاده ای,offensive,o o o,3003996
3997,اگه همين نبود الان پاره ميشدي,offensive,o o o o o o,3003997
3998,خدا ازت نگذره,offensive,o o o,3003998
3999,چقدر زر ميزني جاکش,offensive,o o o o,3003999
4000,بلا نسبت بلا نسبت بوووو عن میاااااد,offensive,o o o o o o o,3004000
4001,گاییدی خودتو,offensive,o o,3004001
4002,اوسگل بودنو داری,offensive,o o o,3004002
4003,کونت اندازه تشته,offensive,o o o,3004003
4004,دهن کثیفت رو ببند ,offensive,o o o o,3004004
4005,😂😂😂 اسکول اعظم,offensive,o o o,3004005
4006,حالت تهوع گرفتمممممم اه اه🤬,offensive,o o o o o,3004006
4008,اههههه حالم ازت بهم ميخوره,offensive,o o o o o,3004008
4009,😂 اخه توقع چي داري تو؟؟ اونا هم مثل خودت يه مشت #اوسکل_بيسوادن😂,offensive,o o o o o o o o o o o o o,3004009
4011,غمت کم بود؟ کیر منم رفت تو قیافت,offensive,o o o o o o o o,3004011
4012,خودتو زدی به نفهمی,offensive,o o o o,3004012
4013,آشغال تر و بي خاصيت تر از تو ندیدم,offensive,o o o o o o o o o,3004013
4015,اصغر بیا ترتیبشو بده 😂,offensive,o o o o o,3004015
4016,عجب آشغالی هستی,offensive,o o o,3004016
4017,تو چه غلطی میکنی,offensive,o o o o,3004017
4018,از ذوق تو کون کردنت ذوق کردی؟😂,offensive,o o o o o o o,3004018
4019,کیر کله,offensive,o o,3004019
4020,نه تو فقط بیا کیر منو بخورهیچی دیگه نمیخاد بخوری,offensive,o o o o o o o o o o,3004020
4021,سلطان شماييد خر فقط اداتون رو درمياره...😂😂😂,offensive,o o o o o o o,3004021
4022,توهم داری,offensive,o o,3004022
4023,يک کلمه هم بشنو از مادر عروس,offensive,o o o o o o o,3004023
4024,اشتباه کردي منگول,offensive,o o o,3004024
4025,انگل زاده ی بزرگ‌...,offensive,o o o o,3004025
4026, چهل پدر,offensive,o o,3004026
4028,اين روحاني خودش مشکل ژنتيکي اره,offensive,o o o o o o,3004028
4029,آخه بي شرف برو پِيش ننت اِينجور بشِين چون در اِين حالت تو را گوزِيده,offensive,o o o o o o o o o o o o o o o,3004029
4031,چوپان دروغگو,offensive,o o,3004031
4032,کص مفت میکنی,offensive,o o o,3004032
4033,به یه نحوی جنده‌بازی میکنی,offensive,o o o o o,3004033
4034,اسکول هول,offensive,o o,3004034
4035,تو هم از کون دادی کونیی,offensive,o o o o o o,3004035
4036,بخاطر کونت,offensive,o o,3004036
4038,کاش سرت تو کون خودت بود,offensive,o o o o o o,3004038
4039,مادرتو گاییدم بیناموس,offensive,o o o,3004039
4040,با کتونی میزنم تو سرت,offensive,o o o o o,3004040
4042,خر بیسواد,offensive,o o,3004042
4043,همه رو کونی کردی که :))))))),offensive,o o o o o o,3004043
4044,مگه دستم رو ممه هات نبود((=,offensive,o o o o o o,3004044
4045,خفه شو بايا ، افکار حرامي خودت رو به ديگران نسبت ميدي ,offensive,o o o o o o o o o o o o,3004045
4046,ساقیت کیه,offensive,o o,3004046
4048,حناق هيکلت بگيره احمق,offensive,o o o o,3004048
4049, عنتر ,offensive,o,3004049
4050,کيرم دهن بابات که اونشب خاب نموند,offensive,o o o o o o o,3004050
4051,تو گوه میخوری با. کل خانوادت,offensive,o o o o o o,3004051
4052,مشکل روانی داری,offensive,o o o,3004052
4053,بروبابام کثافت بيشوروطن فروش بروکونت بده به عربها,offensive,o o o o o o o o,3004053
4054,اخه هیچ گوهی هم نیسی😢😂,offensive,o o o o o,3004054
4055,اللهم العن ظریف,offensive,o o o,3004055
4056,ازت متنفر حشری جنده,offensive,o o o o,3004056
4057,به درد گاییده شدن میخوری,offensive,o o o o o,3004057
4058,کصده,offensive,o,3004058
4059,ننت کونیه,offensive,o o,3004059
4060,برو بگا,offensive,o o,3004060
4061, چاخان ,offensive,o,3004061
4062,خاک تو سر,offensive,o o o,3004062
4063, فقط بلدی ضرضر کنی😐,offensive,o o o o,3004063
4064,نجس تو  کسکشی,offensive,o o o,3004064
4065,چقدر سرت تو کون کشور هست.,offensive,o o o o o o,3004065
4067,حالا زندگی خودش کیریه بعد هوا هم چه قد سرده,offensive,o o o o o o o o o o,3004067
4068,اعوچ، ریدم ببخشید :))),offensive,o o o o,3004068
4069,خاک عالم بدبخت زهي خيال خام,offensive,o o o o o o,3004069
4070,آره ک کصی خوبی هستی,offensive,o o o o o,3004070
4073,خوبه حالا کیری بودنت رو نشون مون ندادی 😅,offensive,o o o o o o o o o,3004073
4074,بلا نسبت خره شير ده هستی,offensive,o o o o o o,3004074
4075,حیوانی,offensive,o,3004075
4078,ريدي با اين کص شعرات,offensive,o o o o o,3004078
4079,لجنزاده,offensive,o,3004079
4080,گه خوردی فسیل,offensive,o o o,3004080
4081,ترسو,offensive,o,3004081
4082,جنده پولی بدبخت,offensive,o o o,3004082
4083,گوه ميخوري باهفت نسلت,offensive,o o o o,3004083
4084,دهن کثیفتو باز میکنی,offensive,o o o o,3004084
4085,بابا کم چرت و پرت بگو,offensive,o o o o o o,3004085
4086,بفاک رفتی,offensive,o o,3004086
4087,خجالت بکش 😂😂😂,offensive,o o o,3004087
4088,اي .... خل,offensive,o o o,3004088
4090,آدم یاد گوز میوفته,offensive,o o o o,3004090
4091,ی جنده ای بیش نیستی والا,offensive,o o o o o o,3004091
4093,ارواح خاک بابات جواب بده😢😢,offensive,o o o o o,3004093
4094,اسم ایرانو به زبون کثیف گهیت نیار نکبت,offensive,o o o o o o o o,3004094
4096,آخه بگو تو خودت هنرت باي خايه خوري چيه,offensive,o o o o o o o o o,3004096
4098,خيلي کث ميگويي,offensive,o o o,3004098
4099,چکی به کون زدیم و دنیا گذشت...,offensive,o o o o o o o,3004099
4100, ولا عنییی هیچی درت نمیبینم😂😂,offensive,o o o o o,3004100
4101,حال بهم زن,offensive,o o o,3004101
4104,اشغال ترين و کثيف ترين و مزدور ترينی,offensive,o o o o o o o o,3004104
4105, تعفن و ابتذال میباره ازت,offensive,o o o o o,3004105
4106,بنظر من تو به يه روان پزشک نياز داري حتما خودت به اولين اوژانس معرفي چون همه حرفاي که زدي برعکس از آب در اومده حتما يه کار درماني برو,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3004106
4107,من به شخصه کیرم توت,offensive,o o o o o,3004107
4108,گوه زشت مردم حالشون ازتوبهم میخوره,offensive,o o o o o o,3004108
4109,باز اين عر زد,offensive,o o o o,3004109
4111,خایه کردی,offensive,o o,3004111
4112,حمار,offensive,o,3004112
4113,کصلیسی ,offensive,o,3004113
4114, بی خایه ,offensive,o o,3004114
4115,تو که خایه مالی,offensive,o o o o,3004115
4116,منظورم به کیرم نبود، امروز چیزایی فراتر از این دیدم,offensive,o o o o o o o o o o,3004116
4117,خایه مالیه زائریم میکنی پییییففف,offensive,o o o o o,3004117
4118,آشغال کثافت,offensive,o o,3004118
4119,یه گهی مثل بقیه,offensive,o o o o,3004119
4120,عنتر گاو,offensive,o o,3004120
4121,خاک برسر نجست,offensive,o o o,3004121
4123,به اين مقدار دل خوش نباش,offensive,o o o o o o,3004123
4124,ریدی بابا,offensive,o o,3004124
4126, عن نما,offensive,o o,3004126
4127,نفهم دزد,offensive,o o,3004127
4129,اگه پسری بیا لاس بزنیم :(,offensive,o o o o o o,3004129
4130,ریدی عزیزم 😂,offensive,o o o,3004130
4131,خفه شو زاغي ديگه چقدر دروغ و چرت و پرت ميگي تاکي.... ❗️,offensive,o o o o o o o o o o o o o,3004131
4132,خداروشکر به چوخ رفتی,offensive,o o o o,3004132
4133,سوراخ,offensive,o,3004133
4134,آدرس ساقیتو میخوام,offensive,o o o,3004134
4135,کیرم تو کون ننت,offensive,o o o o,3004135
4136,اکپیری,offensive,o,3004136
4137,قانون جذب رو گاییدم وقتی جذبِ من نمیشی,offensive,o o o o o o o o,3004137
4139,الان دیگه باید فقط یکیو بکنی نه؟😂😂😂😂😂😂,offensive,o o o o o o o,3004139
4141,کیر تو کصت,offensive,o o o,3004141
4145,آی کثافت,offensive,o o,3004145
4146,حرفا تو هم ديگه بي مزه وبي خود شده لطفا زر نزن,offensive,o o o o o o o o o o o o,3004146
4147,خراب کثافت,offensive,o o,3004147
4148,خفه شو چیزی حالیت نیست,offensive,o o o o o,3004148
4150,گوز خر به ریشت,offensive,o o o o,3004150
4152,آی سیکتیرکن,offensive,o o,3004152
4154,مرغ,offensive,o,3004154
4155,کمپوت گه,offensive,o o,3004155
4156,از خودراضی,offensive,o o,3004156
4159,کسکش بي نهايت😁😁😁,offensive,o o o,3004159
4160,حال آدمو بهم میزنی,offensive,o o o o,3004160
4161,تو چه گهی هستی,offensive,o o o o,3004161
4163,[صدای گوز با دهان],offensive,o o o o,3004163
4164,اه بشکه گوه از بس خوردی داری عق مي زنی,offensive,o o o o o o o o o o,3004164
4165,گوه بودی گه تر شدی,offensive,o o o o o,3004165
4166,از یه تازه به دوران رسیده بیشتر از این هم توقع نمیره ... عن به لهجه شخمیت,offensive,o o o o o o o o o o o o o o o o o,3004166
4167,تو دیگه کون کدوم پیازی؟,offensive,o o o o o,3004167
4168,کیر تو همه جات,offensive,o o o o,3004168
4170,ایییی چه ارایش عنی با اون رنگ رژت که با رنگ دماغت یکی شده,offensive,o o o o o o o o o o o o o o,3004170
4171,کون مرغی؟,offensive,o o,3004171
4172,خواه ناخواه کیری هستی,offensive,o o o o,3004172
4173,گرفتی به تخمت,offensive,o o o,3004173
4174,اسگوله خنگه غلام,offensive,o o o,3004174
4175,کیر تو این زندگی😂😭,offensive,o o o o,3004175
4176,بابا گه نخور,offensive,o o o,3004176
4177,یه سگ تربیت شده‌ای که وق وق میکنی,offensive,o o o o o o o o,3004177
4178,قهوه‌ایت میکنم,offensive,o o,3004178
4179,تو عنی,offensive,o o,3004179
4183,بخداکه توياديوانه اي ياروانت پاک است,offensive,o o o o o o,3004183
4185,کصو,offensive,o,3004185
4187,کص ندیدی,offensive,o o,3004187
4189,خایه حرف زدن نداری,offensive,o o o o,3004189
4190,بدبخت تازه به دوران رسیده,offensive,o o o o o,3004190
4191,چقد ذوق مرگ شدی,offensive,o o o o,3004191
4192,گاییدی,offensive,o,3004192
4193, رندوم شت😐,offensive,o o,3004193
4196,کوتوله,offensive,o,3004196
4198,کیریترینی,offensive,o,3004198
4199,تمام حرفات از سر نادونیه,offensive,o o o o o,3004199
4200,اگه میشناختی که این وضعت نبود 😏😏,offensive,o o o o o o o,3004200
4202,چي چي ميگي شافتک,offensive,o o o o,3004202
4203,اصن بلدي بنويسي؟؟,offensive,o o o,3004203
4205,بله دیگ همه روگاییدی لطفا تمومش کن دیگ😂,offensive,o o o o o o o o,3004205
4206,لعنت بر ناموس نداشت تو,offensive,o o o o o,3004206
4208,کیر تو کص اول تا آخرت همین,offensive,o o o o o o o,3004208
4209,ندید بدید چو رید حکایت تو هست,offensive,o o o o o o o,3004209
4210,بیخیال,offensive,o,3004210
4211,حرومزاده جاکش ، سر تو کس ننت,offensive,o o o o o o o,3004211
4212,احتمالا مامانت سرش تو اشغالا بوده نفهمیده کی اومد کردش که تو حرومی پس افتادی,offensive,o o o o o o o o o o o o o o o,3004212
4213,مثل گاوی,offensive,o o,3004213
4214,انشالله که داغت به دل پدر و مادرت بیفته به عزات بشینن,offensive,o o o o o o o o o o o o,3004214
4215,حرومزاده ,offensive,o,3004215
4218,کونی مابهت جرمیخوری کونی,offensive,o o o o,3004218
4219,چسی نیا,offensive,o o,3004219
4220,حسن کلید حسن دروغ مردم رو میترسوند که اگه رئیسی بیاد دلار میشه تومن,offensive,o o o o o o o o o o o o o o,3004220
4223,کاش جای اون بازیگر تو مرده_بودی,offensive,o o o o o o,3004223
4224,ولی من بهت میگم کیرم تو مادرت,offensive,o o o o o o o,3004224
4225,انصافا اگه بهت گاو بگم به گاو بی‌احترامی,offensive,o o o o o o o o,3004225
4226,تف میکنم بهت,offensive,o o o,3004226
4227,توام کسکشی,offensive,o o,3004227
4228,کونی مادر بابات حرومزاده ای,offensive,o o o o o,3004228
4229,تو سوسکی هم نیستی چه برسه به خخخخ,offensive,o o o o o o o o,3004229
4230, نفرین بهت,offensive,o o,3004230
4231,معلومه کونت میسوزه,offensive,o o o,3004231
4232,بهت انقدر فحش میدم,offensive,o o o o,3004232
4233,عقده‌ای بیچاره چندش,offensive,o o o,3004233
4234,چندش‌ترین و منفورترین آشغال زاده ,offensive,o o o o o,3004234
4235,همه بهت فوش میدن,offensive,o o o o,3004235
4236,دیوث این همه فحش و بس نیس برات,offensive,o o o o o o o o,3004236
4237,کسکش چقدر با اون پدر کسکشت حق مردم رو خوردین کس ننت کیرم تو شرف پدرت,offensive,o o o o o o o o o o o o o o o o,3004237
4238,چقدربدبختی که پاچه خواری این کفتار کفتارپدرو میکنی اون یک آشغال لاشی بیشترنیست,offensive,o o o o o o o o o o o o o,3004238
4239,ولدزنا ,offensive,o,3004239
4240,اونجارو به عن کشیدی,offensive,o o o o,3004240
4241, ازت متنفرم,offensive,o o,3004241
4242,الهی قبرت اب بریزن,offensive,o o o o,3004242
4243,دلش به حال ملت سوخته,offensive,o o o o o,3004243
4244,پوله مردمه ایران خوب بهتون حال داده,offensive,o o o o o o o,3004244
4245,بیا برو کونم دوزاری ,offensive,o o o o,3004245
4246,خیلی بچه پروری خوشم میاد,offensive,o o o o o,3004246
4247, کسشعری,offensive,o,3004247
4248, کس میگی,offensive,o o,3004248
4249,خاک تو سرت اسکول,offensive,o o o o,3004249
4250, چقدر رزل عقده‌ای و پر از کمبودی,offensive,o o o o o o o,3004250
4251,بچه چسو باز چی کردی تو,offensive,o o o o o o,3004251
4252,دوس دارم کیرمو بکنم کون مامانت ببینم می‌گوزه,offensive,o o o o o o o o,3004252
4253,بالاخره پدر واقعیتو پیدا کردی نه,offensive,o o o o o o,3004253
4254,حروم خور کیرم تو مادرت به پدرتم فوش نمیدم چون معلوم نیست کیه,offensive,o o o o o o o o o o o o o,3004254
4256,بیناموس چه گهی میخوری,offensive,o o o o,3004256
4257,خواهر کسه,offensive,o o,3004257
4258,عقده‌ای ,offensive,o,3004258
4259,اون شیشه تو کوس هما کست مادر جنده,offensive,o o o o o o o o,3004259
4260,ببین چرا مثه حیوون میپری به ادم پرستار به سمت خونتون اعزام از تویه بیمار روانی مراقبت کنه ولت کردن تو فضای مجازی هار شدی مثه سگ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3004260
4261,زااااارت زاااارت دمت گرم,offensive,o o o o,3004261
4262,ازگل‌ترینی,offensive,o,3004262
4263,تو چه یابویی هستی,offensive,o o o o,3004263
4264,حرامزاده شدی,offensive,o o,3004264
4265, زن کوسه ,offensive,o o,3004265
4266,کیرمنم نیستی بیناموس,offensive,o o o,3004266
4267,هول ,offensive,o,3004267
4268,اسکل نباش,offensive,o o,3004268
4269,گفتی همرو میکنم چیشد,offensive,o o o o,3004269
4271,مادر جنده کوتوله,offensive,o o o,3004271
4272,یه زمانی ارتش تو داشتی منحل میکردی حالا سپاه رو منحل کن,offensive,o o o o o o o o o o o o,3004272
4273,ناموستو گاییدم,offensive,o o,3004273
4274,کیر لا کس مادر حشریییت,offensive,o o o o o,3004274
4275,اول و اخرتو گاییدم ,offensive,o o o o,3004275
4276,لعنت به شیری خوردی کیر خر بره لا سینه‌های که به تو داده,offensive,o o o o o o o o o o o o o,3004276
4277,با اختلاف مادرجنده خاورمیانه‌ای,offensive,o o o o,3004277
4278,کیرم تو وجودت بی‌وجود,offensive,o o o o,3004278
4279,همون درخت با شاخه و برگاش کونت,offensive,o o o o o o o,3004279
4280,تو هم یه کسکشی,offensive,o o o o,3004280
4281,یقینا کیر,offensive,o o,3004281
4282, تو شاش خر بخور,offensive,o o o o,3004282
4283,کیرمانی هرچی که بلشی خایه هام,offensive,o o o o o o,3004283
4284,دوباره زر زدی,offensive,o o o,3004284
4285,حروم ولد زنا مادرجنده ,offensive,o o o o,3004285
4286, کیرم تو بابای دزدت,offensive,o o o o,3004286
4287,خوار کسه ,offensive,o o,3004287
4288,کون مردمو گاییدی,offensive,o o o,3004288
4289,مادرکصده ,offensive,o,3004289
4291,ببین میکشمت الاغ,offensive,o o o,3004291
4292,مادرت خرابه که  تو رو زاییده,offensive,o o o o o o,3004292
4293,کوس مادرت,offensive,o o,3004293
4294,الان‌داری میلیسی بدبخت خایمال,offensive,o o o o,3004294
4295,کیر تمام خران عالم تو کوس کیر آدم حیفه مامانته ففط برازندش کیره خره و بس,offensive,o o o o o o o o o o o o o o o o,3004295
4296,دیشب مامانت‌بودم خیلی قشنگ ساک میزد با ماشین باباتم امده‌بود جات خالی حسابی کردمش,offensive,o o o o o o o o o o o o o o,3004296
4297,مادرت گاییدم,offensive,o o,3004297
4298,کص اول تا کیری سگ صورت بدقیافه,offensive,o o o o o o o,3004298
4299, نگاییدمت,offensive,o,3004299
4300,اخه کسکش کیر دهن بابای کسکشت,offensive,o o o o o o,3004300
4301,کسخول جابجا گفتی,offensive,o o o,3004301
4302,از طرز تفکرت برای کردن خوشم میاد,offensive,o o o o o o o,3004302
4303,چطوری کونتو میکنم,offensive,o o o,3004303
4304,کص کش تو چه عنی هستی,offensive,o o o o o o,3004304
4305,تو گوه نخور,offensive,o o o,3004305
4307,به سینه‌ی ننت ریدم ,offensive,o o o o,3004307
4308,جنده کوص کپک زده,offensive,o o o o,3004308
4309,تو دنیایی از لجن گرفتار بشی,offensive,o o o o o o,3004309
4310,مرغ از تو شاخ تره,offensive,o o o o o,3004310
4311,جناب روحانی امروز برای اولین بار مثل یک رئیس مقتدر لایق ملت ایران حرف زدید مقتدر بمانید و شفاف البته چه طور اکثر ملت پشت سرتان میایستد و نام نیک ازتون میمونه تو رو خدا مغلوب غربزده‌ها نشید اگه به خدا اعتماد دارید,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3004311
4312, پدر جاکش,offensive,o o,3004312
4313, حضرت عباس نابودت کنه,offensive,o o o o,3004313
4314,گوه اون بابا ننه کسکشت تو بی‌ناموسو ادب نکردن مرده کونی,offensive,o o o o o o o o o o o,3004314
4315,بابات دیوثه,offensive,o o,3004315
4316,دگوری,offensive,o,3004316
4317,یه دور بده بیزحمت,offensive,o o o o,3004317
4318,حالمو به هم میزنی,offensive,o o o o,3004318
4319,پلشت ,offensive,o,3004319
4320,تو خایه اای,offensive,o o o,3004320
4321,بیپدر ,offensive,o,3004321
4322,دوزاری ,offensive,o,3004322
4323,حروم لقمه‌ی شاشو ,offensive,o o o,3004323
4324,شعار وزارت خوارجه دوساله درجام,offensive,o o o o o,3004324
4325,کس ننت ,offensive,o o,3004325
4326,سی سانت کیرمو‌میکنم تو کونت,offensive,o o o o o,3004326
4327,لینک کص بزار حال کنیم,offensive,o o o o o,3004327
4328,سرطان بشه تو دلت,offensive,o o o o,3004328
4329,من فقط میگم : لعنت بر پدرومادرت,offensive,o o o o o o o,3004329
4330, نگاییدم,offensive,o,3004330
4331,مادرت سرش تو آشغالا بوده تورو حامله شده,offensive,o o o o o o o o,3004331
4333,دقیقا کی هستی ,offensive,o o o,3004333
4335, کس ننت,offensive,o o,3004335
4337,کیرم تو ناموست زنا زاده خوارکسه ابجی جنده ننه کیر ,offensive,o o o o o o o o o o,3004337
4338, بابات از تخم زنا زاده بوده که تو حرومزاده رو پس انداخته کیرم تو کص پاره پوره ننت,offensive,o o o o o o o o o o o o o o o o o o,3004338
4339,ابجیتو گاییدم ننتو گاییدم خاله هاتو گاییدم عمتو گاییدم زنتو گاییدم ابجیتو گاییدم,offensive,o o o o o o o o o o o o o,3004339
4340,گوه ,offensive,o,3004340
4341, در نجاستی غرق شدی گه پدرت هم تورو پس زده,offensive,o o o o o o o o o o,3004341
4342, گمشو,offensive,o,3004342
4343,خدا کمکتون کنه انشالله وگرنه ازاین دولت بلند نمیشه,offensive,o o o o o o o o o,3004343
4344,با بکن مامانت عکس بگیر,offensive,o o o o o,3004344
4345,خاک بر سره به دوران رسیدت,offensive,o o o o o o,3004345
4346,آخه پدر سگ چه میفمی از درد رنج از کس ننت اومدی بیرون پدر پدر سگ ت همه چی داشت,offensive,o o o o o o o o o o o o o o o o o o o o,3004346
4347, خر,offensive,o,3004347
4348,چقدربدقیافه‌ای تو میمون زشت تربازیش بیشتر ,offensive,o o o o o o,3004348
4349,بیا بپر روش سرد نشده,offensive,o o o o o,3004349
4350,لاشی ,offensive,o,3004350
